noise_1_channel	noise_2_channel	noise_3_channel	noise_4_channel	amp_channel	trig_channel
32767	-18	1	0	9	2058
-32767	-18	1	0	47	7620
32767	-18	-18	0	28	5056
-32767	-18	-18	0	47	4603
18342	-18	-18	-19	47	7695
-17756	1	-18	-19	28	2567
-12057	1	1	18	65	9336
8341	-18	1	-19	47	1379
-32767	1	-18	-19	47	10090
32767	1	-18	-19	47	1172
-32767	1	-18	0	28	9072
32767	1	-18	0	47	3510
-32767	-18	1	0	65	6112
31287	-18	-18	-19	65	6489
-30305	-18	-18	-19	65	3510
3605	-18	-18	0	28	8638
-4849	-18	1	-19	65	1945
-26625	-18	1	-19	28	9826
21135	1	-18	-19	9	1078
-32767	1	-18	-19	28	9977
32767	1	-18	-19	47	2039
-32767	1	1	0	28	7620
32767	-18	-18	0	28	4999
-32767	1	-37	-19	47	4698
18720	1	1	0	47	7733
-18020	-18	-18	0	28	2624
-11680	1	-18	0	47	9298
8285	1	-18	0	28	1417
-32767	-18	1	0	65	10109
32767	-18	-18	0	9	1191
-32767	-18	-18	-19	28	9090
32767	-18	-18	0	28	3416
-32767	-18	-18	-19	47	6130
31570	1	-18	0	65	6470
-30814	1	-18	0	28	3472
4039	1	-18	-19	28	8581
-5264	-18	-18	0	9	1964
-26285	-18	-18	-19	47	9788
20984	1	-18	0	28	1059
-32767	1	-18	-19	65	9920
32767	1	-18	0	47	2002
-32767	-18	1	0	65	7714
32767	1	-18	-19	47	4999
-32767	1	-18	-19	28	4679
18909	1	-18	-19	65	7695
-18209	-18	-18	-19	28	2624
-11548	1	-18	0	65	9298
7964	-18	-18	0	28	1398
-32767	1	-18	0	47	10127
32767	1	-18	-19	28	1191
-32767	1	-18	-19	28	9090
32767	1	-18	0	28	3359
-32767	1	1	0	47	6093
31552	1	-18	0	47	6507
-30795	1	-18	-19	47	3547
3963	1	-18	-19	9	8638
-5113	1	-18	-19	28	1926
-26399	-18	1	0	47	9807
20909	1	-18	0	47	1097
-32767	1	-18	-19	47	9977
32767	-18	1	0	28	2002
-32767	-18	-18	0	28	7676
32767	1	-18	-19	28	5056
-32767	1	-37	0	28	4698
18776	1	-18	-19	28	7639
-18058	-18	-18	-19	47	2586
-11755	-18	-18	-19	47	9298
8077	-18	-18	0	28	1417
-32767	1	-18	-19	28	10109
32767	-18	1	0	9	1153
-32767	-18	-18	0	47	9109
32767	1	-18	0	65	3453
-32767	1	-18	0	47	6112
31476	-18	-18	-19	65	6432
-30569	-18	-18	-19	47	3491
3794	1	1	-19	28	8638
-5094	1	-18	-19	47	1945
-26455	-18	-18	0	65	9807
21154	1	-18	-19	47	1059
-32767	1	-18	0	65	9995
32767	1	-18	0	47	2077
-32767	1	-18	-19	47	7676
32767	1	-18	0	65	4943
-32767	-18	-18	0	65	4660
18720	-18	-18	-19	47	7695
-18039	-18	-18	-19	47	2586
-11812	-18	-18	0	47	9298
8096	1	-18	0	65	1417
-32767	-18	-18	-19	47	10127
32767	20	1	-19	28	1172
-32767	1	-18	0	47	9053
32767	-18	-18	0	47	3434
-32767	-18	-18	-19	28	6112
31401	1	-18	0	84	6564
-30493	1	-18	0	47	3510
3737	1	-18	0	28	8619
-4868	-18	-18	-19	65	1945
-26568	-18	-18	0	28	9826
21154	1	1	-19	28	1078
-32767	1	-18	-19	47	9958
32767	1	-18	-19	47	2058
-32767	1	-18	0	28	7695
32767	1	-18	-19	47	5075
-32767	1	-18	-19	9	4641
18701	-18	-18	0	47	7733
-18039	1	-18	-19	47	2586
-11661	1	-18	0	47	9317
8190	1	-18	0	65	1379
-32767	-18	-18	-19	47	10090
32767	1	-18	0	47	1153
-32767	-18	-18	-19	47	9147
32767	-18	-18	-19	28	3416
-32767	-18	-37	-19	28	6130
31457	-18	-18	0	47	6470
-30644	-18	-18	-19	65	3510
3831	-18	1	-19	65	8657
-5057	1	-18	0	65	1926
-26436	-18	1	-19	47	9845
20984	1	-18	0	65	1040
-32767	1	-18	-19	47	9958
32767	-18	-18	0	28	1945
-32767	-18	-37	0	9	7658
32767	-18	-18	0	28	4999
-32767	1	-18	0	47	4716
18814	-18	-18	0	28	7733
-18171	1	-18	0	47	2605
-11774	-18	-18	-19	47	9336
8190	1	-18	0	47	1436
-32767	1	-18	-19	28	10090
32767	1	-18	0	9	1153
-32767	-18	-18	0	28	9072
32767	-18	-18	-19	28	3491
-32767	-18	-18	-19	28	6093
31438	-18	-18	0	47	6470
-30512	-18	-18	-19	28	3491
3680	1	1	-19	28	8619
-5057	-18	-18	0	47	1964
-26531	1	1	0	28	9807
21097	1	-18	0	28	1078
-32767	-18	-18	-19	47	9920
32767	-18	-18	-19	65	2002
-32767	-18	-18	-19	47	7658
32767	1	1	-19	28	4980
-32767	1	-18	-19	47	4660
18758	-18	-18	-19	65	7733
-18134	-18	-18	-19	47	2624
-11661	-18	-18	-19	47	9298
8153	-18	-18	-19	65	1417
-32767	-18	-18	-19	9	10090
32767	1	-18	-19	28	1172
-32767	1	-18	0	28	9109
32767	-18	-18	-19	28	3340
-32767	-18	-18	-19	28	6112
31533	1	-18	-19	47	6489
-30739	1	-18	-19	47	3510
4001	1	-18	-19	47	8619
-5189	1	1	0	47	1926
-26361	-18	1	0	28	9807
21097	1	-18	-19	47	1097
-32767	1	-18	-19	47	9939
32767	1	-18	0	65	1983
-32767	1	1	-19	47	7733
32767	1	-18	0	65	5037
-32767	1	-18	-19	28	4679
19003	-18	-18	0	28	7601
-18303	1	-18	-19	28	2586
-11529	1	1	0	47	9336
8039	1	-18	-19	28	1417
-32767	1	-18	-19	47	10109
32767	1	-18	0	65	1191
-32767	1	1	0	47	9147
32767	1	-18	-19	47	3416
-32767	1	-18	0	28	6074
31702	1	-18	-19	65	6451
-30852	-18	1	-19	47	3547
4114	1	-18	-19	47	8638
-5396	-18	1	-19	47	1907
-26116	1	1	0	9	9826
20701	1	1	-19	65	1059
-32767	1	1	-19	65	9977
32767	1	-18	-19	65	2002
-32767	1	1	-19	28	7676
32767	1	1	0	47	5018
-32767	1	-18	0	47	4716
19022	1	-18	0	28	7714
-18266	-18	-18	-19	47	2586
-11435	1	1	0	28	9260
7926	1	-18	0	47	1417
-32767	-18	-18	-19	65	10127
32767	1	-18	-19	47	1153
-32767	1	-18	0	47	9090
32767	-18	-18	-19	47	3340
-32767	1	1	-19	28	6187
31646	-18	1	0	47	6489
-30909	1	1	0	65	3529
4284	-18	-18	0	47	8581
-5396	-18	-18	-19	9	1964
-26116	1	-18	-19	47	9788
20588	-18	1	-19	47	1097
-32767	-18	-18	-19	47	9977
32767	1	1	0	28	2002
-32767	1	-18	-19	47	7733
32767	-18	-18	0	47	4943
-32767	1	-18	-19	65	4660
18984	1	1	-19	47	7658
-18379	1	-18	-19	47	2643
-11453	1	-18	-19	28	9317
7851	-18	-18	-19	65	1417
-32767	1	-18	-19	65	10109
32665	1	-18	-19	65	1172
-32767	1	-18	0	47	9090
32767	1	-18	-19	65	3397
-32767	-18	-18	0	47	6093
31570	1	1	-19	47	6545
-30814	-18	-18	-19	28	3566
4001	-18	-18	0	65	8619
-5132	-18	-18	-19	28	1926
-26304	-18	-18	-19	65	9807
20833	-18	-18	-19	47	1078
-32767	1	-18	-19	28	9977
32767	1	-18	-19	28	1945
-32767	-18	-18	-19	9	7695
32767	1	1	0	47	5075
-32767	-18	1	0	9	4698
18739	1	1	-19	28	7676
-18058	1	-18	0	47	2624
-11642	1	1	0	28	9279
8171	1	-18	-19	47	1417
-32767	1	-18	0	65	10109
32767	1	-18	0	9	1191
-32767	-18	-18	-19	28	9109
32767	-18	1	-19	28	3491
-32767	1	-18	-19	47	6130
31306	-18	-18	-19	65	6432
-30531	1	-18	0	65	3510
3680	1	1	-19	65	8638
-4906	20	-18	-19	65	1926
-26644	1	-18	-19	28	9807
21135	1	1	-19	47	1078
-32767	-18	-18	-19	28	9920
32767	1	-18	-19	47	2058
-32767	1	-18	-19	47	7639
32767	-18	1	-19	28	5018
-32767	-18	-18	-19	47	4679
18475	1	-18	-19	47	7733
-17945	1	-18	-19	47	2586
-12001	-18	-18	-19	47	9317
8398	1	-18	-19	47	1379
-32767	-18	1	-19	65	10090
32767	1	1	0	28	1247
-32767	1	-18	0	65	9015
32767	-18	1	-19	47	3472
-32767	1	-18	-19	28	6055
31061	1	-18	-19	47	6564
-30286	-18	-18	-19	47	3472
3378	1	-18	-19	28	8638
-4679	1	-18	0	28	1907
-26889	-18	1	0	28	9863
21324	1	-18	0	47	1040
-32767	1	-18	-19	28	9920
32767	1	1	-19	65	2077
-32767	1	1	0	28	7733
32767	1	-18	-19	28	5093
-32767	1	-18	-19	28	4660
18569	-18	-18	-19	47	7733
-17983	1	-18	-19	28	2605
-11812	-18	1	-19	28	9279
8304	-18	1	-19	47	1398
-32767	-18	-18	-19	47	10090
32767	1	-18	-19	47	1191
-32767	1	1	0	47	9109
32767	-18	-18	-19	47	3397
-32767	-18	-18	0	28	6093
31438	-18	-18	-19	28	6451
-30512	-18	-18	0	47	3510
3812	1	-18	0	65	8657
-5094	-18	1	-19	47	1926
-26399	-18	1	-19	47	9750
20909	1	1	0	9	1059
-32767	1	-18	0	47	9977
32767	1	-18	-19	65	2020
-32767	1	-18	0	65	7714
32767	-18	-18	0	28	5018
-32767	-18	-18	-19	65	4716
18965	-18	1	0	28	7676
-18284	1	1	0	84	2586
-11472	-18	1	0	28	9279
7926	1	-18	0	47	1398
-32767	-18	-18	-19	65	10109
32767	-18	1	-19	28	1115
-32767	1	1	0	28	9072
32767	1	1	-19	28	3397
-32767	1	1	0	28	6168
31816	-18	-18	0	28	6451
-30927	1	-18	-19	47	3547
4397	1	-18	-19	47	8619
-5679	1	-18	0	28	1964
-25908	-18	-18	-19	65	9807
20550	1	1	0	28	1059
-32767	1	-18	0	28	9920
32767	-18	1	0	47	2002
-32767	-18	-18	0	65	7752
32767	-18	-18	0	47	4867
-32767	1	-18	-19	65	4698
19437	1	1	-19	28	7658
-18756	-18	-18	0	47	2661
-11095	-18	-18	0	47	9260
7643	-18	-18	0	84	1436
-32767	-18	-18	0	65	10109
32608	-18	-18	0	28	1210
-32767	1	1	0	28	9166
32767	1	1	-19	47	3302
-32767	-18	-18	0	28	6187
31986	1	1	-19	65	6470
-31173	1	1	-19	47	3547
4530	-18	1	-19	47	8544
-5641	1	1	-19	47	1945
-25795	1	-18	-19	47	9769
20456	1	1	0	47	1078
-32767	1	-18	0	47	9977
32767	-18	-18	0	47	1945
-32767	1	-18	-19	47	7752
32767	1	1	-19	65	4943
-32767	1	1	-19	47	4698
19324	-18	1	0	47	7620
-18662	1	1	-19	65	2643
-11095	1	1	-19	28	9260
7492	1	1	-19	65	1474
-32767	1	-18	-19	65	10090
32514	1	-18	0	65	1153
-32767	-18	-18	-19	47	9204
32767	1	-18	0	47	3416
-32767	1	-18	-19	65	6187
31948	-18	-18	-19	47	6413
-31060	1	1	0	65	3566
4548	-18	1	0	28	8581
-5604	-18	-18	-19	28	1964
-25851	-18	-18	-19	9	9769
20343	1	-18	0	28	1078
-32767	-18	-18	0	47	9977
32767	1	-18	-19	47	1964
-32767	1	-18	-19	28	7714
32767	1	-18	-19	9	4962
-32767	1	-18	-19	47	4754
19324	1	-18	0	47	7658
-18568	-18	-18	-19	65	2643
-11057	1	-18	-19	28	9241
7643	1	-18	-19	47	1417
-32767	-18	-18	-19	28	10090
32552	-18	-18	-19	47	1172
-32767	-18	1	-19	47	9166
32767	-18	-18	-19	65	3359
-32767	-18	-18	-19	9	6187
31891	-18	-18	0	47	6451
-31078	1	-18	-19	28	3547
4473	-18	-18	0	47	8563
-5509	-18	-18	0	47	1964
-25946	1	-18	-19	28	9788
20531	1	-18	-19	47	1078
-32767	1	-18	0	65	9939
32767	-18	-18	0	47	1983
-32767	-18	-18	-19	47	7790
32767	-18	-18	-19	47	4962
-32767	1	-18	0	9	4716
19286	-18	-18	0	28	7639
-18624	-18	-18	-19	28	2661
-11076	1	-18	-19	47	9298
7511	-18	-18	-19	47	1455
-32767	1	-18	0	47	10071
32476	1	1	0	28	1172
-32767	1	-18	-19	47	9166
32767	-18	-18	-19	47	3302
-32767	-18	-18	-19	65	6149
31948	1	-18	0	65	6413
-31286	-18	1	-19	47	3604
4567	1	-37	0	28	8600
-5698	1	1	-19	28	1983
-25833	-18	1	0	47	9769
20286	1	-18	0	28	1097
-32767	-18	-18	-19	65	10033
32767	1	-18	-19	65	1926
-32767	1	-18	0	65	7752
32767	1	-37	-19	47	4980
-32767	-18	-18	0	47	4754
19569	-18	-18	-19	47	7639
-18794	-18	-18	-19	84	2643
-10774	-18	-18	-19	47	9260
7379	-18	1	-19	47	1474
-32767	-18	1	0	47	10109
32212	-18	-18	-19	28	1134
-32767	1	-18	-19	47	9166
32767	-18	1	-19	47	3321
-32767	-18	-18	0	9	6206
32042	-18	-18	0	47	6394
-31343	-18	-18	-19	47	3566
4756	-18	-18	0	28	8619
-5868	1	1	0	47	1964
-25757	-18	-18	-19	47	9769
20229	-18	1	-19	28	1097
-32767	-18	1	-19	9	9995
32767	-18	-37	-19	28	2039
-32767	-18	-18	-19	47	7771
32767	1	-18	-19	47	4905
-32767	-18	-18	0	47	4735
19494	-18	-18	-19	65	7658
-18869	1	-18	-19	47	2680
-10944	1	-18	0	47	9279
7436	-18	1	0	47	1436
-32767	1	1	0	65	10109
32325	1	-18	0	47	1134
-32767	-18	1	-19	47	9147
32767	1	-18	-19	28	3340
-32767	1	-18	-19	65	6206
32023	-18	-18	-19	65	6507
-31210	1	-18	-19	65	3566
4718	1	-18	-19	47	8544
-5774	-18	-18	-19	65	1964
-25700	-18	-18	-19	65	9769
20211	1	-18	-19	47	1078
-32767	-18	-18	-19	65	9995
32767	-18	-37	0	47	1964
-32767	-18	1	-19	28	7790
32767	1	-18	0	47	4962
-32767	1	-18	0	47	4716
19588	1	-18	-19	47	7658
-18851	1	-18	-19	65	2661
-10793	1	1	-19	47	9298
7436	1	-18	-19	65	1455
-32767	-18	-18	0	47	10071
32382	-18	1	-19	47	1134
-32767	1	-18	-19	28	9222
32767	1	-18	0	65	3321
-32767	1	-18	-19	28	6187
31986	1	-37	0	65	6432
-31229	1	-37	0	65	3585
4662	1	-18	-19	84	8581
-5811	1	-18	-19	28	1945
-25644	1	-18	-19	47	9769
20229	1	-18	0	47	1059
-32767	-18	-18	-19	47	9977
32767	1	-18	-19	65	1907
-32767	-18	-18	0	65	7733
32767	1	-18	0	65	4905
-32767	1	-18	0	47	4792
19607	-18	-18	-19	28	7676
-18813	-18	-18	-19	65	2661
-10906	-18	-18	-19	9	9279
7360	-18	-18	0	47	1436
-32767	1	-18	0	47	10090
32438	1	-18	0	65	1134
-32767	-18	-18	0	65	9147
32767	-18	-18	-19	28	3416
-32767	-18	-18	-19	47	6206
32023	1	1	-19	28	6413
-31210	-18	-37	-19	28	3547
4662	-18	-18	-19	28	8581
-5811	-18	-18	-19	28	2002
-25682	-18	-18	-19	65	9788
20248	1	-18	0	28	1059
-32767	-18	-18	-19	47	9977
32767	-18	-18	0	65	1983
-32767	-18	1	-19	28	7771
32767	-18	-18	0	47	4943
-32767	1	-18	-19	47	4735
19512	-18	-18	-19	65	7676
-18756	1	-18	-19	65	2680
-10869	-18	-18	-19	28	9298
7568	1	1	0	28	1417
-32767	1	1	0	47	10127
32495	1	-18	-19	47	1191
-32767	-18	-18	0	47	9166
32767	-18	-18	-19	65	3284
-32767	-18	-18	0	47	6149
31910	-18	-18	-19	47	6432
-31267	1	-18	0	65	3585
4567	-18	-18	-19	65	8600
-5623	1	-18	0	47	1964
-25889	-18	-18	-19	47	9788
20475	-18	-18	0	28	1097
-32767	1	1	-19	28	9939
32767	1	1	0	65	1926
-32767	-18	-18	0	28	7790
32767	-18	-18	-19	28	4980
-32767	-18	1	0	28	4754
19343	-18	-18	0	47	7620
-18624	-18	1	0	47	2643
-11001	-18	1	-19	47	9260
7549	-18	1	-19	65	1436
-32767	-18	-18	0	-10	10127
32438	1	-18	-19	65	1172
-32767	-18	1	0	47	9147
32767	1	-18	-19	65	3416
-32767	1	-18	0	47	6130
31929	-18	-18	0	28	6413
-30984	1	-18	-19	28	3585
4473	-18	-18	-19	28	8638
-5660	1	-18	0	47	1945
-25776	-18	-18	0	65	9769
20437	-18	1	0	28	1078
-32767	-18	1	0	9	10033
32767	-18	-18	-19	47	2002
-32767	-18	-18	0	47	7733
32767	-18	-18	0	65	4962
-32767	-18	1	-19	28	4754
19437	1	-18	0	65	7658
-18681	-18	-18	-19	65	2624
-10963	-18	-18	0	47	9241
7511	1	-18	0	47	1379
-32767	1	-18	0	47	10109
32552	1	-18	0	47	1115
-32767	1	-18	0	28	9128
32767	-18	-18	-19	28	3321
-32767	-18	1	0	65	6262
31986	-18	-18	-19	28	6451
-31286	-18	-18	0	47	3585
4794	-18	1	0	47	8563
-6000	1	-18	-19	47	1964
-25644	-18	-18	-19	47	9769
20192	1	-18	-19	47	1078
-32767	1	-18	0	28	9958
32767	-18	-18	0	28	1983
-32767	-18	-18	-19	47	7771
32767	-18	-18	-19	47	4886
-32767	-18	-18	0	28	4716
19531	-18	-18	-19	65	7658
-18888	-18	-18	-19	28	2680
-10869	1	-18	0	28	9317
7360	-18	-18	0	28	1398
-32767	-18	-18	-19	9	10090
32269	-18	-18	0	65	1153
-32767	-18	1	0	28	9166
32767	1	-18	-19	9	3284
-32767	-18	-18	0	47	6206
32212	-18	-18	-19	47	6432
-31361	-18	1	0	28	3585
4831	-18	-18	0	47	8600
-6038	1	-18	0	28	1945
-25455	-18	-18	-19	47	9769
20135	-18	-18	-19	28	1134
-32767	-18	1	0	65	10014
32767	-18	-18	0	9	1851
-32767	1	-18	0	28	7790
32767	1	-18	0	65	4924
-32767	-18	-18	-19	28	4811
19946	-18	-18	-19	9	7639
-19171	1	-18	-19	47	2680
-10416	-18	-18	-19	28	9260
7115	1	-18	0	65	1492
-32767	-18	-18	0	28	10090
32080	-18	-18	-19	47	1153
-32767	-18	-18	-19	47	9222
32767	1	-18	0	47	3359
-32767	1	-18	0	47	6319
32438	-18	-18	-19	65	6281
-31569	-18	-18	-19	28	3604
5152	-18	-18	0	65	8600
-6340	-18	-18	-19	28	1983
-25304	1	-18	-19	65	9769
19890	1	-18	-19	47	1097
-32767	1	-18	-19	28	9977
32767	-18	-18	-19	47	1926
-32767	-18	-18	0	28	7790
32767	1	-18	-19	47	4830
-32767	20	-18	0	47	4792
20116	-18	1	-19	47	7639
-19266	-18	-18	-19	28	2680
-10246	-18	1	-19	28	9222
6718	1	-18	0	28	1455
-32767	1	-18	0	28	10090
31853	-18	-18	-19	84	1172
-32767	1	1	0	47	9222
32767	-18	-18	0	47	3265
-32767	-18	-18	0	28	6281
32382	-18	1	0	47	6413
-31626	-18	1	0	28	3585
5058	-18	-18	-19	28	8506
-6170	1	-18	0	28	1983
-25342	-18	1	-19	47	9788
19890	1	-18	0	47	1097
-32767	1	-18	0	28	9995
32767	1	1	-19	47	1907
-32767	-18	-18	-19	47	7846
32767	-18	-18	0	65	4962
-32767	-18	-18	-19	65	4773
19852	-18	1	0	28	7620
-19115	1	-18	-19	47	2661
-10510	1	-18	0	9	9279
7077	-18	-18	0	28	1474
-32767	-18	-18	0	47	10071
32042	-18	-18	0	84	1191
-32767	-18	-18	0	47	9241
32767	-18	-18	0	28	3302
-32767	1	-18	-19	28	6187
32155	-18	-18	-19	47	6394
-31418	-18	-18	-19	28	3585
4850	-18	1	-19	28	8600
-5887	1	-18	0	28	1964
-25568	-18	-18	-19	47	9769
20192	1	1	0	47	1059
-32767	-18	1	0	47	9977
32767	1	-18	-19	28	1926
-32767	1	-18	-19	65	7733
32767	-18	1	0	28	4905
-32767	1	1	0	28	4830
19663	-18	-18	-19	47	7658
-19002	-18	-18	0	47	2661
-10699	-18	-18	-19	28	9279
7322	1	1	0	47	1436
-32767	-18	1	0	65	10090
32231	-18	-18	-19	65	1115
-32767	-18	1	0	28	9147
32767	-18	-18	0	65	3378
-32767	-18	-18	-19	84	6206
32155	-18	-18	-19	65	6432
-31361	-18	-18	0	65	3585
4888	-18	1	-19	47	8581
-5943	-18	-18	-19	28	1983
-25549	-18	1	-19	47	9769
20116	-18	1	-19	47	1078
-32767	-18	1	0	47	9977
32767	-18	19	-19	47	1983
-32767	-18	-18	-19	47	7808
32767	-18	1	-19	65	4848
-32767	-18	-18	-19	28	4716
19701	1	1	-19	28	7620
-19039	-18	1	-19	47	2699
-10623	-18	-18	0	28	9260
7134	1	1	-19	47	1417
-32767	-18	-18	-19	47	10090
32344	-18	1	0	47	1191
-32767	1	1	0	47	9185
32767	1	1	-19	28	3302
-32767	1	-18	-19	28	6206
32231	-18	-37	-19	28	6432
-31380	1	-18	-19	65	3623
4926	-18	1	-19	65	8563
-6000	-18	-18	0	47	1983
-25512	-18	-18	-19	47	9807
20192	-18	-18	-19	47	1078
-32767	-18	-18	-19	47	9995
32767	-18	-18	-19	9	1945
-32767	-18	-18	-19	47	7790
32767	1	-18	0	47	4943
-32767	1	-18	0	9	4773
19701	1	-18	0	28	7620
-18907	1	-18	-19	28	2661
-10755	-18	-18	0	9	9279
7171	-18	1	-19	47	1455
-32767	-18	1	-19	28	10109
32269	-18	-18	-19	65	1153
-32767	-18	-18	-19	47	9204
32767	-18	-18	-19	28	3416
-32767	-18	1	-19	47	6206
32118	-18	1	-19	47	6376
-31380	-18	-18	-19	47	3604
4907	-18	-18	0	47	8581
-5943	1	-18	-19	47	1983
-25663	1	1	-19	65	9788
20248	-18	-18	0	28	1078
-32767	-18	-18	-19	47	9995
32767	-18	-37	0	28	1945
-32767	1	-18	0	47	7733
32767	-18	-18	-19	47	4886
-32767	-18	1	0	47	4792
19701	1	1	-19	47	7639
-18869	1	1	-19	47	2643
-10831	1	1	-19	28	9241
7360	1	-18	0	47	1436
-32767	-18	-18	-19	47	10127
32325	1	-18	-19	9	1172
-32767	1	-18	0	9	9185
32767	1	-18	0	47	3340
-32767	1	1	-19	47	6225
32193	-18	1	-19	65	6432
-31512	1	-18	0	9	3566
4926	1	-18	0	28	8563
-6019	1	-18	-19	47	1964
-25436	-18	1	-19	28	9788
20116	1	-18	-19	28	1078
-32767	1	1	-19	28	9958
32767	-18	-18	-19	28	1926
-32767	1	-18	-19	47	7865
32767	-18	1	-19	65	4886
-32767	1	1	0	28	4792
19871	-18	-18	0	28	7620
-19115	1	-18	-19	28	2699
-10472	-18	1	0	47	9241
7096	1	-18	0	47	1417
-32767	1	1	-19	28	10090
32174	1	-18	-19	84	1153
-32767	1	-18	0	65	9204
32767	1	1	0	47	3227
-32767	1	-18	0	47	6206
32325	1	1	-19	28	6413
-31645	1	1	0	47	3642
4982	1	1	0	47	8563
-6038	-18	-18	-19	47	2002
-25417	-18	-18	0	28	9750
20116	1	-18	-19	47	1115
-32767	1	-18	-19	47	10014
32767	1	-18	-19	28	1888
-32767	-18	-18	-19	28	7808
32767	-18	-18	0	65	4905
-32767	1	-18	0	9	4792
20041	-18	1	0	28	7601
-19303	1	1	0	47	2680
-10189	1	-18	0	9	9260
6869	-18	-18	0	28	1455
-32767	-18	-18	0	28	10109
32004	-18	-18	-19	28	1134
-32767	-18	-18	-19	65	9241
32767	-18	1	0	47	3246
-32767	-18	1	-19	47	6262
32457	-18	-18	0	28	6319
-31758	-18	-18	-19	28	3623
5247	-18	1	-19	65	8563
-6415	1	-18	0	28	2002
-25059	-18	-18	-19	47	9769
19701	1	-18	-19	28	1078
-32767	1	-18	-19	47	10033
32767	1	-18	0	47	1964
-32767	1	-18	-19	28	7846
32767	1	1	0	28	4848
-32767	1	-18	0	28	4811
20135	-18	1	0	47	7601
-19303	-18	-18	-19	65	2699
-10321	1	-18	0	9	9279
6832	1	1	0	47	1455
-32767	1	-18	-19	28	10127
32023	-18	-18	-19	28	1134
-32767	-18	1	-19	9	9147
32767	-18	-18	0	28	3284
-32767	-18	-18	-19	28	6281
32476	-18	-18	-19	47	6470
-31626	-18	-18	-19	28	3623
5247	-18	-18	-19	28	8525
-6245	1	-18	-19	47	1983
-25266	1	1	-19	65	9788
19758	1	1	-19	65	1097
-32767	1	1	-19	28	9977
32767	1	1	-19	28	1907
-32767	1	-18	-19	28	7808
32767	1	-18	-19	47	4905
-32767	1	-18	-19	47	4773
19909	1	-18	0	9	7601
-19077	1	-18	-19	47	2661
-10378	-18	-18	0	9	9279
6964	-18	-18	-19	28	1455
-32767	-18	-18	0	47	10052
31986	1	-18	-19	65	1134
-32767	-18	-18	0	65	9222
32767	1	-18	0	65	3284
-32767	-18	-18	-19	9	6244
32514	-18	-18	-19	47	6376
-31795	-18	-18	0	9	3623
5454	-18	-18	0	28	8544
-6472	1	-18	-19	47	1964
-25002	-18	1	-19	65	9769
19607	1	-18	-19	65	1078
-32767	-18	-18	0	47	10014
32767	1	-18	-19	47	1832
-32767	-18	-18	-19	47	7790
32767	-18	-18	0	28	4811
-32767	1	-18	-19	28	4848
20324	-18	1	-19	47	7601
-19568	1	1	-19	47	2680
-9925	1	-18	-19	47	9204
6511	-18	-18	-19	47	1455
-32767	-18	-18	-19	47	10090
31872	1	-18	0	65	1097
-32767	-18	-18	-19	28	9204
32767	-18	-18	0	28	3321
-32767	-18	-18	-19	28	6300
32703	-18	-37	0	47	6319
-31928	-18	-18	0	-10	3585
5586	1	-18	-19	9	8506
-6642	1	-18	0	9	2039
-24814	-18	-18	-19	28	9769
19512	-18	-18	-19	65	1059
-32767	-18	-37	0	47	10014
32767	-18	-18	0	65	1870
-32767	-18	1	-19	47	7846
32767	-18	-18	-19	28	4811
-32767	1	-18	0	65	4811
20418	-18	-18	-19	65	7601
-19681	-18	-18	-19	47	2718
-9906	1	1	-19	65	9204
6473	-18	1	0	28	1492
-32767	1	-37	-19	28	10109
31589	-18	-18	-19	65	1191
-32767	-18	-37	0	28	9241
32767	1	-18	0	47	3133
-32767	1	1	-19	47	6281
32703	1	1	0	28	6376
-32022	1	-18	0	47	3642
5718	1	-18	-19	28	8506
-6660	1	1	0	28	1983
-24814	1	-18	-19	47	9750
19399	1	-18	-19	28	1078
-32767	1	-18	-19	28	9977
32767	1	-18	0	28	1851
-32767	-18	-18	-19	47	7846
32767	1	-18	0	65	4848
-32767	-18	-18	0	47	4867
20267	-18	-18	0	28	7526
-19719	1	1	0	47	2699
-9906	-18	-18	0	28	9279
6530	-18	-18	0	28	1492
-32767	-18	-18	0	-10	10071
32042	-18	-18	-19	65	1153
-32767	1	-18	-19	47	9204
32767	-18	-37	-19	47	3265
-32767	1	-18	0	84	6244
32627	1	1	-19	28	6319
-31928	-18	1	-19	28	3642
5643	-18	-18	-19	28	8600
-6547	-18	-18	-19	28	2002
-24983	1	-18	0	47	9731
19588	1	-18	-19	9	1059
-32767	-18	-18	0	28	9995
32767	1	-18	0	9	1926
-32767	1	-18	-19	28	7846
32767	-18	-18	0	47	4830
-32767	1	-37	-19	47	4811
20192	1	-18	0	47	7601
-19303	-18	-18	-19	65	2643
-10114	-18	-18	0	9	9222
6737	20	-18	0	47	1417
-32767	1	1	-19	28	10109
31702	1	1	-19	28	1134
-32767	1	-18	0	28	9166
32767	-18	1	-19	28	3246
-32767	-18	-18	0	28	6300
32457	-18	-18	-19	47	6394
-31833	1	1	-19	47	3623
5341	1	-18	-19	9	8525
-6434	1	-18	0	47	1983
-25002	-18	-18	-19	47	9769
19626	1	-18	-19	28	1078
-32767	-18	-37	-19	28	9977
32767	1	-18	-19	9	1926
-32767	-18	-18	0	47	7827
32767	1	-18	-19	28	4811
-32767	-18	1	0	9	4754
20286	1	-18	-19	47	7544
-19530	1	-18	-19	9	2718
-9982	-18	-18	-19	28	9260
6511	-18	1	-19	47	1455
-32767	-18	-18	-19	28	10071
31797	1	-18	-19	65	1153
-32767	-18	-18	-19	28	9241
